id,cargo,cat,count_pas,date_plan,date_src,duration,emp_f,emp_m,note,note_begin,note_end,src,status,time_begin,time_end,time_plan,track,pas_id,st_begin_id,st_end_id
488357,,ДИ,1,24.04.2024,21.04.2024 12:13:27,00:44:20,0,4,,,,,Заявка закончена,08:41:17,09:21:00,8:40:00,,25,170,109
488361,,ДИ,1,24.04.2024,21.04.2024 12:14:08,00:44:20,0,4,,,,,Заявка закончена,13:00:37,13:31:17,13:00:00,,25,109,170
487460,,ИЗТ,1,24.04.2024,18.04.2024 13:46:32,01:13:10,1,0,,,,,Заявка закончена,12:39:31,13:51:42,12:45:00,,26,138,93
487461,,ИЗТ,1,24.04.2024,18.04.2024 13:47:12,01:13:10,1,0,,,,,Заявка закончена,17:49:14,19:18:06,18:00:00,,26,93,138
481488,,ИЗ,1,24.04.2024,29.03.2024 18:10:13,00:42:15,1,0,,,,,Заявка закончена,06:11:26,06:52:04,6:10:00,,27,87,51
488497,,ИЗ,1,24.04.2024,21.04.2024 17:29:30,00:32:00,1,0,,,,,Заявка закончена,15:38:52,16:09:32,15:45:00,,28,97,94
488972,,ИЗТ,1,24.04.2024,23.04.2024 9:23:57,00:47:50,0,1,,,,,Заявка закончена,15:26:47,16:00:48,15:30:00,,29,117,116
488973,,ИЗТ,1,24.04.2024,23.04.2024 9:24:16,00:47:50,0,1,,,,,Заявка закончена,16:27:00,17:00:19,16:30:00,,29,116,117
488977,,ИЗТ,1,24.04.2024,23.04.2024 9:25:30,00:47:50,0,1,,,,,Заявка закончена,17:26:24,17:59:10,17:30:00,,29,117,116
488978,,ИЗТ,1,24.04.2024,23.04.2024 9:26:46,00:47:50,0,1,,,,,Заявка закончена,18:34:26,19:19:23,18:30:00,,29,116,117
489154,,ДИ,1,24.04.2024,23.04.2024 14:29:50,00:34:00,0,3,,,,,Заявка закончена,08:30:00,09:04:00,8:30:00,,30,296,292
489155,,ДИ,1,24.04.2024,23.04.2024 14:30:25,00:34:00,0,3,,,,,Заявка закончена,13:30:00,14:04:00,13:30:00,,30,292,296
488974,,ДИ,1,24.04.2024,23.04.2024 9:24:58,00:32:00,0,3,,,,,Заявка закончена,12:17:32,12:29:41,12:20:00,,31,365,40
488770,,ПЛ,1,24.04.2024,22.04.2024 12:54:06,01:00:00,0,1,,,,,Заявка закончена,13:51:00,14:44:52,14:00:00,,32,140,118
482595,,ДИ,1,24.04.2024,01.04.2024 20:49:23,00:25:00,0,3,,,,,Заявка закончена,11:10:23,11:17:59,11:05:00,,33,161,161
489182,,ИЗТ,1,24.04.2024,23.04.2024 15:57:14,01:05:00,1,0,,,,,Заявка закончена,13:35:10,14:39:25,13:30:00,,34,1,24
488515,,ИЗТ,1,24.04.2024,21.04.2024 18:35:00,00:58:25,1,0,,,,,Заявка закончена,07:48:07,08:29:07,7:50:00,,35,97,246
488521,,ИЗТ,1,24.04.2024,21.04.2024 18:35:51,00:52:00,1,0,,,,,Заявка закончена,16:48:00,17:27:00,16:45:00,,35,246,97
489179,,ИЗ,1,24.04.2024,23.04.2024 15:44:52,00:48:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,9:30:00,,36,341,122
489180,,ИЗ,1,24.04.2024,23.04.2024 15:45:29,00:53:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,14:00:00,,36,122,341
488625,,ПЛ,1,24.04.2024,21.04.2024 23:38:14,01:12:25,0,1,,,,,Заявка закончена,13:55:51,15:00:37,14:00:00,,37,179,289
486441,,ИО,1,24.04.2024,14.04.2024 19:35:19,01:11:40,0,1,,,,,Заявка закончена,09:42:48,10:39:36,10:00:00,,38,42,28
486447,,ИО,1,24.04.2024,14.04.2024 19:35:59,01:11:40,0,1,,,,,Заявка закончена,19:15:25,20:14:35,19:30:00,,38,28,42
487995,,ИЗТ,1,24.04.2024,20.04.2024 11:04:33,00:59:40,1,0,,,,,Заявка закончена,09:02:25,09:39:45,9:00:00,,39,116,122
488000,,ИЗТ,1,24.04.2024,20.04.2024 11:05:02,01:04:40,1,0,,,,,Заявка закончена,16:43:39,17:39:35,16:50:00,,39,122,116
489378,,ИЗТ,1,24.04.2024,24.04.2024 12:45:43,01:41:45,1,0,,,,,Не подтверждена,00:00:00,00:00:00,16:20:00,,40,1,409
488991,,ИЗТ,1,24.04.2024,23.04.2024 9:33:50,00:49:00,1,0,,,,,Заявка закончена,09:30:00,10:19:00,9:30:00,,41,297,304
488992,,ИЗТ,1,24.04.2024,23.04.2024 9:34:27,01:13:30,1,0,,,,,Заявка закончена,10:14:39,10:44:33,10:00:00,,41,304,122
488994,,ИЗТ,1,24.04.2024,23.04.2024 9:34:58,01:13:30,1,0,,,,,Заявка закончена,14:03:01,14:30:33,14:00:00,,41,122,304
488996,,ИЗТ,1,24.04.2024,23.04.2024 9:35:10,00:49:00,1,0,,,,,Заявка закончена,14:30:00,15:19:00,14:30:00,,41,304,297
487882,,ИЗТ,1,24.04.2024,19.04.2024 21:02:55,00:38:40,1,0,,,,,Заявка закончена,07:58:38,08:34:19,8:15:00,,42,106,224
487887,,ИЗТ,1,24.04.2024,19.04.2024 21:03:54,00:50:40,1,0,,,,,Заявка закончена,17:02:28,17:45:31,17:05:00,,42,224,106
488384,,ДИ,1,24.04.2024,21.04.2024 12:58:01,00:41:00,0,3,,,,,Заявка закончена,17:40:15,18:07:46,17:45:00,,43,165,159
489115,,ИЗТ,1,24.04.2024,23.04.2024 13:16:04,01:12:40,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,8:30:00,,44,40,26
489116,,ИЗТ,1,24.04.2024,23.04.2024 13:17:04,01:32:40,1,0,,,,,Заявка закончена,13:47:46,14:43:39,14:00:00,,44,26,35
489117,,ИЗТ,1,24.04.2024,23.04.2024 13:17:58,01:20:00,1,0,,,,,Заявка закончена,22:02:25,22:39:49,22:00:00,,44,35,40
487861,,ИЗ,1,24.04.2024,19.04.2024 19:29:32,01:00:10,1,0,,,,,Заявка закончена,06:42:29,07:45:37,6:50:00,,45,142,224
487863,,ИЗ,1,24.04.2024,19.04.2024 19:30:10,01:07:10,1,0,,,,,Заявка закончена,17:00:59,18:13:39,17:05:00,,45,224,142
481251,,ИК,1,24.04.2024,29.03.2024 8:48:27,00:54:40,0,4,,,,,Заявка закончена,07:10:34,07:54:50,7:10:00,,46,93,13
484238,,ИЗТ,1,24.04.2024,07.04.2024 13:16:08,00:59:00,1,0,,,,,Заявка закончена,06:56:33,07:47:46,6:50:00,,47,135,34
489361,,ИЗТ,1,24.04.2024,24.04.2024 11:44:37,00:28:00,1,0,,,,,Заявка закончена,17:56:00,18:12:52,17:00:00,,48,81,57
488946,,ИЗТ,1,24.04.2024,23.04.2024 7:38:58,01:09:15,1,0,,,,,Заявка закончена,06:54:57,07:56:10,7:10:00,,49,40,246
488952,,ИЗТ,1,24.04.2024,23.04.2024 7:40:31,01:13:30,1,0,,,,,Заявка закончена,17:05:29,18:25:07,17:10:00,,49,246,40
487735,,ИК,1,24.04.2024,19.04.2024 13:04:05,00:54:00,0,4,,,,,Заявка закончена,14:56:27,15:56:21,15:00:00,,50,96,123
487736,,ИК,1,24.04.2024,19.04.2024 13:04:42,00:57:00,0,4,,,,,Заявка закончена,20:02:17,21:04:25,20:00:00,,50,123,97
488668,,ИЗТ,1,24.04.2024,22.04.2024 9:16:21,01:06:40,1,0,,,,,Заявка закончена,11:16:54,12:14:45,11:30:00,,51,139,97
488669,,ИЗТ,1,24.04.2024,22.04.2024 9:16:38,01:06:40,1,0,,,,,Заявка закончена,18:33:41,19:31:14,18:30:00,,51,97,139
489267,,ИЗТ,1,24.04.2024,23.04.2024 22:59:58,00:48:45,1,0,,,,,Заявка закончена,13:42:02,14:32:21,13:40:00,,52,250,56
489268,,ИЗТ,1,24.04.2024,23.04.2024 23:06:55,00:48:45,1,0,,,,,Заявка закончена,15:02:51,15:48:14,15:15:00,,52,56,250
487724,,ДИ,1,24.04.2024,19.04.2024 12:54:02,02:05:50,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,6:30:00,,53,197,96
487728,,ДИ,1,24.04.2024,19.04.2024 12:54:33,02:05:50,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,10:10:00,,53,96,197
487625,,ИО,1,24.04.2024,19.04.2024 8:42:45,00:35:00,0,1,,,,,Заявка закончена,08:54:43,09:26:57,9:00:00,,54,145,90
486993,,ИЗТ,1,24.04.2024,16.04.2024 19:11:53,01:10:15,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,7:30:00,,55,169,246
486997,,ИЗТ,1,24.04.2024,16.04.2024 19:14:25,01:10:30,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,16:40:00,,55,246,364
489192,,ИЗТ,1,24.04.2024,23.04.2024 16:42:53,01:17:20,1,0,,,,,Заявка закончена,13:07:16,14:16:19,13:15:00,,55,169,46
489193,,ИЗТ,1,24.04.2024,23.04.2024 16:43:51,01:13:20,1,0,,,,,Заявка закончена,17:57:46,19:17:56,18:00:00,,55,46,364
489177,,ИЗТ,1,24.04.2024,23.04.2024 15:38:19,00:41:35,1,0,,,,,Заявка закончена,14:56:07,15:24:33,15:00:00,,56,190,189
489178,,ИЗТ,1,24.04.2024,23.04.2024 15:38:34,00:41:35,1,0,,,,,Заявка закончена,18:24:10,19:10:02,18:30:00,,56,189,190
488365,,ИЗТ,1,24.04.2024,21.04.2024 12:25:25,00:43:00,1,0,,,,,Заявка закончена,06:53:18,07:14:57,7:00:00,,57,59,91
488370,,ИЗТ,1,24.04.2024,21.04.2024 12:26:02,00:41:00,1,0,,,,,Заявка закончена,14:33:16,15:06:12,14:30:00,,57,91,81
488880,,ИЗ,1,24.04.2024,22.04.2024 18:50:03,01:11:20,1,0,,,,,Заявка закончена,11:31:48,12:17:33,11:40:00,,58,151,122
488881,,ИЗ,1,24.04.2024,22.04.2024 18:50:39,01:16:20,1,0,,,,,Заявка закончена,15:09:21,16:00:58,15:00:00,,58,122,151
489208,,ИЗТ,1,24.04.2024,23.04.2024 18:18:09,01:23:30,1,0,,,,,Заявка закончена,15:16:16,16:19:32,15:30:00,,59,41,122
489284,,ИО,1,24.04.2024,24.04.2024 5:39:35,01:25:30,0,2,,,,,Не подтверждена,00:00:00,00:00:00,15:00:00,,60,138,60
489285,,ИО,1,24.04.2024,24.04.2024 5:40:18,01:31:40,0,2,,,,,Не подтверждена,00:00:00,00:00:00,17:30:00,,60,60,138
488716,,ИЗТ,1,24.04.2024,22.04.2024 11:01:22,01:04:25,1,0,,,,,Заявка закончена,08:24:05,09:17:10,8:15:00,,61,66,50
488717,,ИЗТ,1,24.04.2024,22.04.2024 11:01:35,02:01:35,1,0,,,,,Отмена заявки по неявке пассажира,00:00:00,00:00:00,13:30:00,,61,51,66
489376,,ИЗТ,1,24.04.2024,24.04.2024 12:29:06,00:53:30,1,0,,,,,Заявка закончена,16:05:26,17:03:44,16:05:00,,61,9,66
487705,,ДИ,1,24.04.2024,19.04.2024 12:21:19,00:39:20,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,7:15:00,,62,168,109
487710,,ДИ,1,24.04.2024,19.04.2024 12:22:53,00:39:20,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,14:30:00,,62,109,168
487932,,ИЗТ,1,24.04.2024,20.04.2024 7:20:28,00:46:00,1,0,,,,,Заявка закончена,07:53:22,08:28:00,7:50:00,,63,51,246
487937,,ИЗТ,1,24.04.2024,20.04.2024 7:21:40,00:48:00,1,0,,,,,Заявка закончена,11:47:56,12:28:08,11:50:00,,63,246,344
487748,,ИЗТ,1,24.04.2024,19.04.2024 13:23:43,00:55:00,1,0,,,,,Заявка закончена,07:23:50,08:01:38,7:15:00,,64,93,361
489272,,ИЗТ,1,24.04.2024,24.04.2024 0:32:19,00:43:30,1,0,,,,,Заявка закончена,16:13:03,16:44:44,16:10:00,,65,73,224
489277,,ИЗТ,1,24.04.2024,24.04.2024 0:34:07,00:41:30,1,0,,,,,Заявка закончена,20:44:45,21:18:00,20:30:00,,65,224,73
482974,,ДИ,1,24.04.2024,03.04.2024 12:04:13,00:46:00,0,3,,,,,Заявка закончена,09:06:00,10:28:03,8:58:00,,66,29,6
487468,,РДК,1,24.04.2024,18.04.2024 14:05:35,00:57:20,0,2,,,,,Заявка закончена,16:28:00,17:29:00,16:30:00,,67,140,349
488821,,ИЗТ,1,24.04.2024,22.04.2024 16:02:45,01:07:20,1,0,,,,,Заявка закончена,07:13:37,08:01:33,7:10:00,,68,109,361
488825,,ИЗТ,1,24.04.2024,22.04.2024 16:04:32,01:07:20,1,0,,,,,Заявка закончена,11:38:22,12:31:02,11:50:00,,68,361,109
489110,,ИЗ,1,24.04.2024,23.04.2024 13:12:00,00:59:10,1,0,,,,,Заявка закончена,08:09:25,09:07:23,8:00:00,,69,73,139
489111,,ИЗ,1,24.04.2024,23.04.2024 13:12:25,00:52:10,1,0,,,,,Заявка закончена,16:42:17,17:42:21,16:45:00,,69,139,73
487542,,ПЛ,1,24.04.2024,18.04.2024 18:19:24,00:46:00,0,1,,,,,Заявка закончена,06:36:00,07:23:57,6:46:00,,70,29,6
486665,,ИК,1,24.04.2024,15.04.2024 15:12:25,00:47:50,0,4,,,,,Заявка закончена,08:46:38,09:29:49,8:45:00,,71,87,6
488504,,ИЗ,1,24.04.2024,21.04.2024 18:31:13,01:20:10,1,0,,,,,Заявка закончена,06:57:36,07:55:07,6:55:00,,72,422,224
488510,,ИЗ,1,24.04.2024,21.04.2024 18:33:05,01:20:10,1,0,,,,,Заявка закончена,18:07:00,19:05:01,18:00:00,,72,224,422
488776,,ОГД,1,24.04.2024,22.04.2024 13:10:38,00:46:20,2,0,,,,,Отказ по регламенту,00:00:00,00:00:00,12:45:00,,73,93,5
489043,,ИЗТ,1,24.04.2024,23.04.2024 11:18:41,01:01:50,1,0,,,,,Заявка закончена,11:15:19,11:54:23,10:50:00,,74,72,133
489044,,ИЗТ,1,24.04.2024,23.04.2024 11:19:15,00:59:50,1,0,,,,,Заявка закончена,13:21:40,14:20:53,13:50:00,,74,133,72
489143,,ИК,1,24.04.2024,23.04.2024 14:13:07,01:02:40,0,4,,,,,Не подтверждена,00:00:00,00:00:00,12:00:00,,75,173,10
489145,,ИО,1,24.04.2024,23.04.2024 14:16:41,00:36:00,0,2,,,,,Заявка закончена,14:57:25,15:20:14,15:00:00,,75,32,6
488318,,ОВ,1,24.04.2024,21.04.2024 10:34:07,00:49:30,0,1,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,7:35:00,,76,74,133
489094,,ДИ,1,24.04.2024,23.04.2024 12:51:38,00:29:00,0,3,,,,,Заявка закончена,10:34:14,10:49:38,10:30:00,,77,2,3
489219,,ИЗ,1,24.04.2024,23.04.2024 18:53:19,01:07:30,1,0,,,,,Заявка закончена,15:59:30,17:09:51,16:00:00,,78,130,122
489220,,ИЗ,1,24.04.2024,23.04.2024 18:53:38,01:07:30,1,0,,,,,Заявка закончена,18:25:31,19:10:12,18:30:00,,78,122,130
488903,,ИО,1,24.04.2024,22.04.2024 21:00:46,01:03:40,0,2,,,,,Заявка закончена,09:32:55,10:26:30,9:30:00,,79,139,96
489489,,ИО,1,24.04.2024,24.04.2024 18:33:11,01:00:00,0,2,,,,,Заявка закончена,23:19:00,00:14:00,23:20:00,,79,89,139
485822,,ИЗТ,1,24.04.2024,13.04.2024 8:49:50,01:30:40,1,0,,,,,Заявка закончена,11:55:10,12:55:34,12:00:00,,80,96,134
485823,,ИЗТ,1,24.04.2024,13.04.2024 8:50:12,01:30:40,1,0,,,,,Заявка закончена,18:58:14,20:03:21,18:55:00,,80,134,96
489148,,ИК,1,24.04.2024,23.04.2024 14:19:13,01:02:40,0,4,,,,,Не подтверждена,00:00:00,00:00:00,12:00:00,,81,173,10
489153,,ИК,1,24.04.2024,23.04.2024 14:28:31,00:41:00,0,4,,,,,Заявка закончена,14:57:33,15:20:32,15:00:00,,81,32,6
487162,,ДИ,1,24.04.2024,17.04.2024 13:23:13,00:48:00,0,3,,,,,Заявка закончена,15:35:45,16:26:20,15:37:00,,82,29,96
487164,,ДИ,1,24.04.2024,17.04.2024 13:29:15,00:48:00,0,3,,,,,Заявка закончена,20:07:18,20:42:11,20:00:00,,82,96,29
488273,,ДИ,1,24.04.2024,21.04.2024 8:09:18,00:59:35,0,4,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,8:10:00,,83,149,73
488275,,ДИ,1,24.04.2024,21.04.2024 8:10:05,01:01:35,0,4,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,15:50:00,,83,73,149
488842,,ДИ,1,24.04.2024,22.04.2024 17:03:15,01:00:10,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,14:30:00,,84,1,17
488843,,ДИ,1,24.04.2024,22.04.2024 17:03:32,01:00:10,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,18:30:00,,84,17,1
489327,,ИУ,1,24.04.2024,24.04.2024 10:32:33,00:47:00,1,0,,,,,Заявка закончена,12:50:09,13:33:36,13:00:00,,85,210,34
489018,,ДИ,1,24.04.2024,23.04.2024 10:22:56,01:01:45,0,3,,,,,Заявка закончена,13:55:55,14:52:14,14:00:00,,86,256,6
487157,,ДИ,1,24.04.2024,17.04.2024 13:14:44,00:55:10,0,2,,,,,Заявка закончена,09:28:28,10:33:37,9:45:00,,87,20,175
487158,,ДИ,1,24.04.2024,17.04.2024 13:15:27,00:52:10,0,2,,,,,Заявка закончена,14:06:10,14:47:20,14:00:00,,87,158,20
487160,,РДК,1,24.04.2024,17.04.2024 13:17:53,00:55:10,0,2,,,,,Заявка закончена,09:31:28,10:33:42,9:45:00,,88,20,175
487161,,РДК,1,24.04.2024,17.04.2024 13:18:25,00:52:10,0,2,,,,,Заявка закончена,14:06:45,14:47:34,14:00:00,,88,158,20
488135,,ДИ,1,24.04.2024,20.04.2024 15:58:34,00:31:55,0,3,,,,,Заявка закончена,08:39:37,09:05:37,8:25:00,,89,190,187
488139,,ДИ,1,24.04.2024,20.04.2024 15:59:00,00:31:55,0,3,,,,,Заявка закончена,15:01:09,15:17:26,15:00:00,,89,187,190
487168,,ДИ,1,24.04.2024,17.04.2024 13:33:45,00:48:00,0,3,,,,,Заявка закончена,15:35:53,16:26:25,15:37:00,,90,29,96
487171,,ДИ,1,24.04.2024,17.04.2024 13:34:28,00:48:00,0,3,,,,,Заявка закончена,19:23:44,20:42:22,20:00:00,,90,96,29
489127,,ИК,1,24.04.2024,23.04.2024 13:23:36,00:51:00,0,4,,,,,Заявка закончена,10:35:05,11:13:10,10:30:00,,91,133,90
489128,,ИК,1,24.04.2024,23.04.2024 13:24:10,00:52:10,0,4,,,,,Заявка закончена,12:03:58,12:52:58,12:00:00,,91,90,133
489207,,ИО,1,24.04.2024,23.04.2024 18:14:27,00:47:20,0,2,,,,,Заявка закончена,18:42:35,19:29:27,18:45:00,,92,35,96
488523,,ИЗ,1,24.04.2024,21.04.2024 18:35:55,00:35:00,1,0,,,,,Отмена заявки по неявке пассажира,00:00:00,00:00:00,14:20:00,,93,3,81
489019,,ИЗ,1,24.04.2024,23.04.2024 10:23:00,00:58:30,1,0,,,,,Заявка закончена,10:23:14,11:08:07,10:20:00,,93,3,181
489022,,ИЗ,1,24.04.2024,23.04.2024 10:25:11,00:58:30,1,0,,,,,Заявка закончена,11:58:43,12:50:36,11:50:00,,93,181,3
488237,,ДИ,1,24.04.2024,20.04.2024 22:26:17,00:55:10,0,3,,,,,Заявка закончена,10:21:59,11:29:05,10:15:00,,94,19,90
488240,,ДИ,1,24.04.2024,20.04.2024 22:27:06,00:55:10,0,3,,,,,Заявка закончена,16:56:21,17:39:02,17:00:00,,94,90,19
488527,,ИЗ,1,24.04.2024,21.04.2024 18:37:27,00:35:00,1,0,,,,,Отмена заявки по неявке пассажира,00:00:00,00:00:00,14:20:00,,95,3,81
489067,,ИЗ,1,24.04.2024,23.04.2024 12:27:50,00:58:30,1,0,,,,,Заявка закончена,10:23:14,11:16:57,10:20:00,,95,3,181
489068,,ИЗ,1,24.04.2024,23.04.2024 12:28:10,01:03:30,1,0,,,,,Заявка закончена,11:56:43,12:46:44,11:50:00,,95,181,3
481183,,ИЗ,1,24.04.2024,28.03.2024 21:52:59,01:13:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,7:51:00,,96,284,246
481199,,ИЗ,1,24.04.2024,28.03.2024 21:55:27,01:08:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,17:40:00,,96,246,284
488894,,ИК,1,24.04.2024,22.04.2024 19:58:13,00:34:00,0,4,,,,,Заявка закончена,09:26:56,09:40:57,9:30:00,,97,37,365
487501,,ДИ,1,24.04.2024,18.04.2024 15:44:10,00:30:20,0,3,,,,,Заявка закончена,07:50:00,07:59:41,7:45:00,,98,350,109
489029,,ИЗТ,1,24.04.2024,23.04.2024 10:29:27,00:44:30,1,0,,,,,Заявка закончена,13:11:08,13:44:02,13:10:00,,99,73,224
489030,,ИЗТ,1,24.04.2024,23.04.2024 10:29:58,00:55:30,1,0,,,,,Заявка закончена,20:35:18,21:12:58,20:40:00,,99,224,30
489035,,ИЗТ,1,24.04.2024,23.04.2024 10:48:46,00:34:20,1,0,,,,,Заявка закончена,21:40:04,22:17:41,21:40:00,,99,30,73
480889,,ИЗТ,1,24.04.2024,27.03.2024 20:17:45,01:50:00,1,0,,,,,Заявка закончена,06:11:28,07:29:25,6:20:00,,100,256,249
